Domain name,Domain type,Organization name,Suborganization name,City,State,Security contact email
ncdot.gov,State or territory,Non-Federal Agency,,Raleigh,NC,security@ncdot.gov
ncdpi.gov,State or territory,Non-Federal Agency,,Raleigh,NC,itsecurity@dpi.nc.gov
ncdps.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncdrc.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncdstbanking.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncedcloud.gov,State or territory,Non-Federal Agency,,Raleigh,NC,itsecurity@dpi.nc.gov
ncem.gov,State or territory,Non-Federal Agency,,Raleigh,NC,DITPSInformationSecurity@ncdps.gov
ncforestproducts.gov,State or territory,Non-Federal Agency,,Raleigh,NC,george.hernandez@ncagr.gov
ncforestservice.gov,State or territory,Non-Federal Agency,,Raleigh,NC,george.hernandez@ncagr.gov
nc.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
nchealthconnex.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
nchomeownerassistance.gov,State or territory,Non-Federal Agency,,Raleigh,NC,sysadminalerts@nchfa.com
ncinvestment.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncisaac.gov,State or territory,Non-Federal Agency,,Raleigh,NC,jmatthews@ncsbi.gov
ncjsc.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
nclamp.gov,State or territory,Non-Federal Agency,,Raleigh,NC,admin@ncbar.gov
nclawspecialists.gov,State or territory,Non-Federal Agency,,Raleigh,NC,admin@ncbar.gov
nclea.gov,State or territory,Non-Federal Agency,,Raleigh,NC,kevin.p.knox@nccourts.org
ncleg.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncmawinstonsalem.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncmedicaidplan.gov,State or territory,Non-Federal Agency,,Raleigh,NC,pyreddy.reddy@dhhs.nc.gov
ncmedicaidplans.gov,State or territory,Non-Federal Agency,,Raleigh,NC,pyreddy.reddy@dhhs.nc.gov
ncmusicoffice.gov,State or territory,Non-Federal Agency,,Raleigh,NC,Amanda.Richardson@dncr.nc.gov
nconemap.gov,State or territory,Non-Federal Agency,,Raleigh,NC,brett.spivey@nc.gov
ncosc.gov,State or territory,Non-Federal Agency,,Raleigh,NC,osc.beacon.auths@osc.nc.gov
ncosfm.gov,State or territory,Non-Federal Agency,,Raleigh,NC,ncdoi.iso@ncdoi.gov
ncparks.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncpublicschools.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncrealid.gov,State or territory,Non-Federal Agency,,Raleigh,NC,security@ncdot.gov
ncrec.gov,State or territory,Non-Federal Agency,,Raleigh,NC,jake@ncrec.gov
ncsbadvisors.gov,State or territory,Non-Federal Agency,,Raleigh,NC,mking@commerce.nc.gov
ncsbe-apps.gov,State or territory,Non-Federal Agency,,Raleigh,NC,torry.crass@ncsbe.gov
ncsbi.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncscp.gov,State or territory,Non-Federal Agency,,Raleigh,NC,ITSecurity@ncshp.gov
ncshp.gov,State or territory,Non-Federal Agency,,Raleigh,NC,ITSecurity@ncshp.gov
ncsis.gov,State or territory,Non-Federal Agency,,Raleigh,NC,itsecurity@dpi.nc.gov
ncsos.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncsparta.gov,State or territory,Non-Federal Agency,,Raleigh,NC,DITPSInformationSecurity@ncdps.gov
ncstate.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncswboard.gov,State or territory,Non-Federal Agency,,Asheboro,NC,security@ncswboard.gov
nctpk.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
nctreasurer.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
ncuc.gov,State or territory,Non-Federal Agency,,Raleigh,NC,helpdesk@ncuc.gov
ncvps.gov,State or territory,Non-Federal Agency,,Raleigh,NC,itsecurity@dpi.nc.gov
ncwildlife.gov,State or territory,Non-Federal Agency,,Raleigh,NC,WRC_IT_Security@ncwildlife.gov
ncworks.gov,State or territory,Non-Federal Agency,,Raleigh,NC,Michael.terrell@nccommerce.com
ndcensus.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndcloud.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndcourts.gov,State or territory,Non-Federal Agency,,Bismarck,ND,technology2@ndcourts.gov
nddatacenter.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
nddocrresed.gov,State or territory,Non-Federal Agency,,Bismarck,ND,(blank)
ndenergyrebates.gov,State or territory,Non-Federal Agency,,Bismarck,ND,(blank)
nd.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndhan.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndhealth.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndhhs.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndlegis.gov,State or territory,Non-Federal Agency,,Bismarck,ND,security@ndlegis.gov
ndlegistest.gov,State or territory,Non-Federal Agency,,BISMARCK,ND,security@ndlegis.gov
ndnic.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndplumbingboard.gov,State or territory,Non-Federal Agency,,Bismarck,ND,kitomanek@nd.gov
ndresponse.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
ndstudies.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
nebraskacorn.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskadrypeas.gov,State or territory,Non-Federal Agency,,lincoln,NE,(blank)
nebraska.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskajudicial.gov,State or territory,Non-Federal Agency,,lincoln,NE,julie.fricke@nejudicial.gov
nebraskalegislature.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskalostcash.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskamap.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskaresearch2.gov,State or territory,Non-Federal Agency,,Lincoln,NE,abuse@nebraska.edu
nebraskaresearch.gov,State or territory,Non-Federal Agency,,Lincoln,NE,bfitzgerald@nebraska.edu
nebraskaspending.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskaunicameral.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nebraskawheat.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
ne.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nejudicial.gov,State or territory,Non-Federal Agency,,Lincoln,NE,julie.fricke@nejudicial.gov
networkmaryland.gov,State or territory,Non-Federal Agency,,Annapolis,MD,soc@maryland.gov
networknebraska.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
nevada.gov,State or territory,Non-Federal Agency,,Carson City,NV,iso@it.nv.gov
nevadatreasurer.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
nevadaunclaimedproperty.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
newcc.gov,State or territory,Non-Federal Agency,,Lincoln,NE,security@newcc.gov
newhampshire.gov,State or territory,Non-Federal Agency,,Concord,NH,nh-cic@doit.nh.gov
newjerseybusiness.gov,State or territory,Non-Federal Agency,,Trenton,NJ,isu@tech.nj.gov
newjersey.gov,State or territory,Non-Federal Agency,,Trenton,NJ,Oit.vipadmin@tech.nj.gov
newjerseyhomekeeper.gov,State or territory,Non-Federal Agency,,Trenton,NJ,ithelpdesk@njhmfa.gov
newmexico.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,lorenzo.ornelas@state.nm.us
newyorkhealth.gov,State or territory,Non-Federal Agency,,Albany,NY,(blank)
ngla.gov,State or territory,Non-Federal Agency,,Alexandria,LA,(blank)
nhbusinessgateway.gov,State or territory,Non-Federal Agency,,Concord,NH,opensrs@silvertech.com
nh.gov,State or territory,Non-Federal Agency,,Concord,NH,nh-cic@doit.nh.gov
njcares.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSECOPS@njoag.gov
njccc.gov,State or territory,Non-Federal Agency,,Atlantic City,NJ,brett.williams@ccc.nj.gov
njchildsupport.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njcivilrights.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSECOPS@NJOAG.GOV
njconsumeraffairs.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njcourts.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njdcj.gov,State or territory,Non-Federal Agency,,Trenton,NJ,lpssecops@njoag.gov
njdfdsage.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njdge.gov,State or territory,Non-Federal Agency,,Trenton,NJ,lpssecops@njoag.gov
njdma.gov,State or territory,Non-Federal Agency,,Lawrenceville,NJ,(blank)
njdmava.gov,State or territory,Non-Federal Agency,,Lawrenceville,NJ,(blank)
njdoc.gov,State or territory,Non-Federal Agency,,Trenton,NJ,Gary.Maholic@doc.nj.gov
njdva.gov,State or territory,Non-Federal Agency,,Lawrenceville,NJ,(blank)
njeda.gov,State or territory,Non-Federal Agency,,Trenton,NJ,pmcmillan@njeda.com
nj.gov,State or territory,Non-Federal Agency,,Trenton,NJ,Oit.vipadmin@tech.nj.gov
njgunstat.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSECOPS@NJOAG.GOV
njhelps.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njhmfa.gov,State or territory,Non-Federal Agency,,Trenton,NJ,ithelpdesk@njhmfa.gov
njhomekeeper.gov,State or territory,Non-Federal Agency,,Trenton,NJ,ithelpdesk@njhmfa.gov
njhomelandsecurity.gov,State or territory,Non-Federal Agency,,Hamilton,NJ,(blank)
njhousing.gov,State or territory,Non-Federal Agency,,Trenton,NJ,ithelpdesk@njhmfa.gov
njhousingresourcecenter.gov,State or territory,Non-Federal Agency,,Trenton,NJ,ithelpdesk@njhmfa.gov
njhrc.gov,State or territory,Non-Federal Agency,,Trenton,NJ,ithelpdesk@njhmfa.gov
njhumantrafficking.gov,State or territory,Non-Federal Agency,,Trenton,NJ,lpssecops@njoag.gov
njib.gov,State or territory,Non-Federal Agency,,Lawrenceville,NJ,domain-names@njib.gov
njleg.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njmedicalboard.gov,State or territory,Non-Federal Agency,,Trenton,NJ,matthew.kraemer@njoag.gov
njmihia.gov,State or territory,Non-Federal Agency,,Trenton,NJ,oit.vipadmin@tech.nj.gov
njmilitiamuseum.gov,State or territory,Non-Federal Agency,,Lawrenceville,NJ,csc@dmava.nj.gov
njmvc.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njoag.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSECOPS@NJOAG.GOV
njohsp.gov,State or territory,Non-Federal Agency,,Hamilton,NJ,helpdesk@njohsp.gov
njoneapp.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njpaad.gov,State or territory,Non-Federal Agency,,Mercerville,NJ,(blank)
njsaferoads.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njsave.gov,State or territory,Non-Federal Agency,,Mercerville,NJ,(blank)
njsda.gov,State or territory,Non-Federal Agency,,Trenton,NJ,security@njsda.gov
njsecurities.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSECOPS@NJOAG.GOV
njseniorgold.gov,State or territory,Non-Federal Agency,,Mercerville,NJ,(blank)
njshield.gov,State or territory,Non-Federal Agency,,Hamilton,NJ,helpdesk@njohsp.gov
njsnap-ed.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njsnap.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njsnapnavigators.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njsp.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSecOps@njoag.gov
njsrgold.gov,State or territory,Non-Federal Agency,,Mercerville,NJ,(blank)
njstart.gov,State or territory,Non-Federal Agency,,Trenton,NJ,(blank)
njta.gov,State or territory,Non-Federal Agency,,Woodbridge,NJ,(blank)
njvcco.gov,State or territory,Non-Federal Agency,,Trenton,NJ,lpssecops@njoag.gov
njyca.gov,State or territory,Non-Federal Agency,,Lawrenceville,NJ,(blank)
njyjc.gov,State or territory,Non-Federal Agency,,Ewing,NJ,(blank)
nmag.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,asmith@nmag.gov
nmcourts.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,security@nmcourts.gov
nmdataxchange.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,security@nmcourts.gov
nmdoj.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,(blank)
nm.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,hostmaster@nm.gov
nmijudiciary.gov,State or territory,Non-Federal Agency,,Saipan,MP,michael.villacrusis@nmijudiciary.com
nmjusticedata.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,security@nmcourts.gov
nmlegis.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,Mark.Guillen@nmlegis.gov
nmslo.gov,State or territory,Non-Federal Agency,,Santa Fe,NM,itd-support@nmslo.gov
nmsto.gov,State or territory,Non-Federal Agency,,Sante Fe,NM,paul.madrid@sto.nm.gov
noexcusesc.gov,State or territory,Non-Federal Agency,,Columbia,SC,bleach@elections.sc.gov
nohatenj.gov,State or territory,Non-Federal Agency,,Trenton,NJ,LPSSecOps@njoag.gov
nomasfraudecolorado.gov,State or territory,Non-Federal Agency,,Denver,CO,secops@coag.gov
northcarolina.gov,State or territory,Non-Federal Agency,,Raleigh,NC,(blank)
north-dakota.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
northdakota.gov,State or territory,Non-Federal Agency,,Bismarck,ND,itsecur@nd.gov
nv529.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
nvcogct.gov,State or territory,Non-Federal Agency,,Waterbury,CT,nvcog@nvcogct.gov
nvcourts.gov,State or territory,Non-Federal Agency,,Carson City,NV,cybersecurity@nvcourts.nv.gov
nvdps.gov,State or territory,Non-Federal Agency,,Carson City,NV,iso@dps.state.nv.us
nvdpspub.gov,State or territory,Non-Federal Agency,,Carson City,NV,iso@it.nv.gov
nvease.gov,State or territory,Non-Federal Agency,,Carson City,NV,(blank)
nvggms.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
nv.gov,State or territory,Non-Federal Agency,,Carson City,NV,iso@it.nv.gov
nvigate.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
nvprepaid.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
nvsexoffenders.gov,State or territory,Non-Federal Agency,,Carson City,NV,t.dorsey@dps.state.nv.us
nvsilverflume.gov,State or territory,Non-Federal Agency,,Carson City,NV,(blank)
nvsos.gov,State or territory,Non-Federal Agency,,Carson City,NV,(blank)
nvup.gov,State or territory,Non-Federal Agency,,Carson City,NV,Treas-Helpdesk@nevadatreasurer.gov
nyassembly.gov,State or territory,Non-Federal Agency,,Albany,NY,domains@nysassembly.gov
nycourthelp.gov,State or territory,Non-Federal Agency,,Troy,NY,abuse@nycourts.gov
nycourts.gov,State or territory,Non-Federal Agency,,Troy,NY,abuse@nycourts.gov
ny.gov,State or territory,Non-Federal Agency,,Albany,NY,hostmaster@ny.gov
nyhousingsearch.gov,State or territory,Non-Federal Agency,,Albany,NY,(blank)
nyirc.gov,State or territory,Non-Federal Agency,,Albany,NY,domains@nyassembly.gov
nyjuror.gov,State or territory,Non-Federal Agency,,New York,NY,abuse@nycourts.gov
nylbdc.gov,State or territory,Non-Federal Agency,,Albany,NY,security@lbdc.state.ny.us
nylipa.gov,State or territory,Non-Federal Agency,,Albany,NY,domains@nyassembly.gov
nyprepare.gov,State or territory,Non-Federal Agency,,Albany,NY,hostmaster@ny.gov
nysassembly.gov,State or territory,Non-Federal Agency,,Albany,NY,domains@nyassembly.gov
nysdot.gov,State or territory,Non-Federal Agency,,Albany,NY,hostmaster@ny.gov
nysed.gov,State or territory,Non-Federal Agency,,Albany,NY,netadm@nysed.gov
nysenate.gov,State or territory,Non-Federal Agency,,Albany,NY,webadmin@nysenate.gov
nystax.gov,State or territory,Non-Federal Agency,,Albany,NY,hostmaster@ny.gov
ocfodc.gov,State or territory,Non-Federal Agency,,Washington,DC,(blank)
ocpr.gov,State or territory,Non-Federal Agency,,San Juan,PR,jmadera@ocpr.pr.gov
oh.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioag.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioago.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioagriculture.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioanalytics.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioattorneygeneral.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioauditor.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiobmv.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiobusinesscentral.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiocenterfornursing.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiocheckbook.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiocourtofclaims.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiocourts.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiodnr.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohio.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiohouse.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiojudicialcenter.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiolicenseagent.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiomeansaccessibility.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiomeansjobs.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiomeanstraining.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiomeansveteransjobs.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohionosmokelaw.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiopmp.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiored.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiosecretaryofstate.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiosenate.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiosos.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiostateparks.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiosupremecourt.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiot21.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiotobacco21.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiotreasurer.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiouan.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohioveteranshome.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohioveteranshomes.gov,State or territory,Non-Federal Agency,,Columbus,OH,(blank)
ohiovet.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohiovets.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.manager@das.ohio.gov
ohsos.gov,State or territory,Non-Federal Agency,,Columbus,OH,domain.technical@das.ohio.gov
okbenefits.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
okcommerce.gov,State or territory,Non-Federal Agency,,Oklahoma city,OK,matt.singleton@omes.ok.gov
okdhs.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
okdrs.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
okelections.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
ok.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
okhouse.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,julia.ngo@oklegislature.gov
oklahomabenefits.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
oklahoma.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
oklahomaworks.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
oklahomaworkstogether.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,(blank)
oklegislature.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,julia.ngo@oklegislature.gov
okloft.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,(blank)
oksenate.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,julia.ngo@oklegislature.gov
oktransportation.gov,State or territory,Non-Federal Agency,,Oklahoma City,OK,cybercommand@omes.ok.gov
onewyo.gov,State or territory,Non-Federal Agency,,Cheyenne,WY,ets-security@wyo.gov
open-dc.gov,State or territory,Non-Federal Agency,,Washington,DC,kevin.brown@dc.gov
openmyfloridabusiness.gov,State or territory,Non-Federal Agency,,Tallahassee,FL,DBPRSecurity@myfloridalicense.com
openwalletfl.gov,State or territory,Non-Federal Agency,,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
openwalletflorida.gov,State or territory,Non-Federal Agency,,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
opportunityiowa.gov,State or territory,Non-Federal Agency,,Des Moines,IA,soc@iowa.gov
opportunitylouisiana.gov,State or territory,Non-Federal Agency,,Baton Rouge,LA,infosecteam@la.gov
oralert.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonattorneygeneral.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonatv.gov,State or territory,Non-Federal Agency,,Salem,OR,OPRD.IT_ArchitectureTeam@oprd.oregon.gov
oregonbenefitsonline.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonbuys.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonchildsupport.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonconsumer.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregoncoop.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregon.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonhealthcare.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonlegislature.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonmetro.gov,State or territory,Non-Federal Agency,,Portland,OR,domadmin@oregonmetro.gov
oregonsaves.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
oregonstatetreasury.gov,State or territory,Non-Federal Agency,,Salem,OR,IS.Admin@ost.state.or.us
oregonstudentaid.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
or.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
orhealthcare.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
or-medicaid.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
osbckansas.gov,State or territory,Non-Federal Agency,,Topeka,KS,italerts@osbckansas.org
ourindiana.gov,State or territory,Non-Federal Agency,,Indianapolis,IN,iotoperationalsecurity@iot.in.gov
outdoornebraska.gov,State or territory,Non-Federal Agency,,Lincoln,NE,(blank)
pa529able.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,itsecurity@patreasury.gov
pa529.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,itsecurity@patreasury.gov
paable.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,itsecurity@patreasury.gov
paauditor.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,OITadmin@paauditor.gov
pacodeandbulletin.gov,State or territory,Non-Federal Agency,,Harris,PA,mmillan@palrb.us
padillabay.gov,State or territory,Non-Federal Agency,,MOUNT VERNON,WA,ecydlitsosecurity@ecy.wa.gov
pa.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,RA-ENDOMAINSECURITY@pa.gov
pahouse.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,(blank)
painvest.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,itsecurity@patreasury.gov
pakeystonesaves.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,(blank)
pakeystonescholars.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,itsecurity@patreasury.gov
palbfc.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,(blank)
palrb.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,mmillan@palrb.us
paqcga.gov,State or territory,Non-Federal Agency,,Savannah,GA,(blank)
partnersforhealthtn.gov,State or territory,Non-Federal Agency,,Nashville,TN,Cyber.Security@tn.gov
pasenate.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,domains@legis.state.pa.us
pasen.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,domains@legis.state.pa.us
patreasury.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,ITSecurity@patreasury.gov
paykscourts.gov,State or territory,Non-Federal Agency,,Topeka,KS,network_security@kscourts.gov
penndot.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,bsarzyski@pa.gov
pennsylvania.gov,State or territory,Non-Federal Agency,,Harrisburg,PA,RA-ENDOMAINSECURITY@pa.gov
pinalcourtsaz.gov,State or territory,Non-Federal Agency,,Florence,AZ,PinalITD@courts.az.gov
playwisefl.gov,State or territory,Non-Federal Agency,,Tallahassee,FL,(blank)
police4tn.gov,State or territory,Non-Federal Agency,,Nashville,TN,cyber.Security@tn.gov
ppa-or.gov,State or territory,Non-Federal Agency,,Salem,OR,(blank)
preventhaiaz.gov,State or territory,"State of Arizona, Executive Branch",Arizona Department of Health Services,,,(blank)
pr.gov,State or territory,Non-Federal Agency,,San Juan,PR,support@prits.pr.gov
promesa.gov,State or territory,Non-Federal Agency,,San Juan,,support@promesa.gov
protectingfloridatogether.gov,State or territory,Non-Federal Agency,,Tallahassee,FL,depwebmaster@dep.state.fl.us
protectingfltogether.gov,State or territory,Non-Federal Agency,,Tallahassee,FL,depwebmaster@dep.state.fl.us
protectkidsonlinewi.gov,State or territory,Non-Federal Agency,,Madison,WI,bcssecteam@doj.state.wi.us
psncuc.gov,State or territory,Non-Federal Agency,,Raleigh,NC,it.staff@psncuc.gov
psprsaz.gov,State or territory,Non-Federal Agency,,Phoenix,AZ,notification@psprs.com
